Successfully loaded english dataset
Successfully loaded afrikaans dataset
Successfully loaded swahili dataset
Successfully loaded south-african-english dataset
Successfully loaded xhosa dataset
Successfully loaded isizulu dataset
Successfully loaded kinyarwanda dataset
Successfully loaded igbo dataset
Successfully loaded tswana dataset
Successfully loaded zulu dataset
Combined training dataset size: 18779
Combined test dataset size: 1393
[2025-04-22 01:21:27,808] [INFO] [real_accelerator.py:219:get_accelerator] Setting ds_accelerator to cuda (auto detect)
Warning: The cache directory for DeepSpeed Triton autotune, /home/mkapadni/.triton/autotune, appears to be on an NFS system. While this is generally acceptable, if you experience slowdowns or hanging when DeepSpeed exits, it is recommended to set the TRITON_CACHE_DIR environment variable to a non-NFS path.
{'loss': 4.4865, 'grad_norm': 3.676882743835449, 'learning_rate': 2.996933560477002e-05, 'epoch': 0.02}
{'loss': 0.3243, 'grad_norm': 1.743444561958313, 'learning_rate': 1.9257240204429303e-05, 'epoch': 3.59}
{'loss': 0.3163, 'grad_norm': 8.779458045959473, 'learning_rate': 1.9206132879045998e-05, 'epoch': 3.61}
{'loss': 0.4853, 'grad_norm': 43.53416442871094, 'learning_rate': 1.915502555366269e-05, 'epoch': 3.63}
{'loss': 0.3703, 'grad_norm': 21.0787296295166, 'learning_rate': 1.9103918228279385e-05, 'epoch': 3.65}
{'loss': 0.4307, 'grad_norm': 138.49420166015625, 'learning_rate': 1.905281090289608e-05, 'epoch': 3.66}
{'loss': 0.343, 'grad_norm': 17.936552047729492, 'learning_rate': 1.9001703577512775e-05, 'epoch': 3.68}
{'loss': 0.2471, 'grad_norm': 16.714996337890625, 'learning_rate': 1.895059625212947e-05, 'epoch': 3.7}
{'loss': 0.2768, 'grad_norm': 57.651885986328125, 'learning_rate': 1.8899488926746166e-05, 'epoch': 3.71}
{'loss': 0.605, 'grad_norm': 21.688762664794922, 'learning_rate': 1.884838160136286e-05, 'epoch': 3.73}
{'loss': 0.4518, 'grad_norm': 42.86087417602539, 'learning_rate': 1.8797274275979556e-05, 'epoch': 3.75}
{'loss': 0.3967, 'grad_norm': 20.16319465637207, 'learning_rate': 1.874616695059625e-05, 'epoch': 3.76}
{'loss': 0.5332, 'grad_norm': 22.945213317871094, 'learning_rate': 1.8695059625212946e-05, 'epoch': 3.78}
{'loss': 0.557, 'grad_norm': 62.96299362182617, 'learning_rate': 1.864395229982964e-05, 'epoch': 3.8}
{'loss': 0.3246, 'grad_norm': 25.816709518432617, 'learning_rate': 1.8592844974446336e-05, 'epoch': 3.82}
{'loss': 0.2309, 'grad_norm': 1.0757150650024414, 'learning_rate': 1.854173764906303e-05, 'epoch': 3.83}
{'loss': 0.451, 'grad_norm': 0.9491152167320251, 'learning_rate': 1.8490630323679727e-05, 'epoch': 3.85}
{'loss': 0.2851, 'grad_norm': 23.262958526611328, 'learning_rate': 1.8439522998296422e-05, 'epoch': 3.87}
{'loss': 0.2283, 'grad_norm': 5.653069019317627, 'learning_rate': 1.8388415672913117e-05, 'epoch': 3.88}
{'loss': 0.3679, 'grad_norm': 16.301586151123047, 'learning_rate': 1.8337308347529812e-05, 'epoch': 3.9}
{'loss': 0.1788, 'grad_norm': 3.29929256439209, 'learning_rate': 1.8286201022146507e-05, 'epoch': 3.92}
{'loss': 0.2496, 'grad_norm': 89.21792602539062, 'learning_rate': 1.8235093696763202e-05, 'epoch': 3.94}
{'loss': 0.386, 'grad_norm': 0.7164780497550964, 'learning_rate': 1.8183986371379897e-05, 'epoch': 3.95}
{'loss': 0.2783, 'grad_norm': 10.120811462402344, 'learning_rate': 1.8132879045996592e-05, 'epoch': 3.97}
{'loss': 0.3797, 'grad_norm': 4.13269567489624, 'learning_rate': 1.8081771720613288e-05, 'epoch': 3.99}
{'eval_loss': 1.8153339624404907, 'eval_accuracy': 0.6353194544149318, 'eval_f1': 0.6036835369983956, 'eval_precision': 0.5874307554080642, 'eval_recall': 0.6353194544149318, 'eval_runtime': 41.6035, 'eval_samples_per_second': 33.483, 'eval_steps_per_second': 2.115, 'epoch': 4.0}
{'loss': 0.3448, 'grad_norm': 18.5230655670166, 'learning_rate': 1.8030664395229983e-05, 'epoch': 4.0}
{'loss': 0.1559, 'grad_norm': 1.739001750946045, 'learning_rate': 1.7979557069846678e-05, 'epoch': 4.02}
{'loss': 0.1547, 'grad_norm': 1.6491284370422363, 'learning_rate': 1.7928449744463373e-05, 'epoch': 4.04}
{'loss': 0.2611, 'grad_norm': 20.164838790893555, 'learning_rate': 1.7877342419080068e-05, 'epoch': 4.05}
{'loss': 0.2477, 'grad_norm': 0.3608321249485016, 'learning_rate': 1.7826235093696763e-05, 'epoch': 4.07}
{'loss': 0.2893, 'grad_norm': 1.2833757400512695, 'learning_rate': 1.777512776831346e-05, 'epoch': 4.09}
{'loss': 0.5478, 'grad_norm': 27.03070640563965, 'learning_rate': 1.7724020442930153e-05, 'epoch': 4.11}
{'loss': 0.4185, 'grad_norm': 0.767534613609314, 'learning_rate': 1.767291311754685e-05, 'epoch': 4.12}
{'loss': 0.1369, 'grad_norm': 28.78728675842285, 'learning_rate': 1.7621805792163544e-05, 'epoch': 4.14}
{'loss': 0.2271, 'grad_norm': 11.18698787689209, 'learning_rate': 1.7570698466780242e-05, 'epoch': 4.16}
{'loss': 0.1494, 'grad_norm': 4.336467266082764, 'learning_rate': 1.7519591141396937e-05, 'epoch': 4.17}
{'loss': 0.302, 'grad_norm': 52.14413833618164, 'learning_rate': 1.746848381601363e-05, 'epoch': 4.19}
{'loss': 0.3537, 'grad_norm': 21.951343536376953, 'learning_rate': 1.7417376490630324e-05, 'epoch': 4.21}
{'loss': 0.3665, 'grad_norm': 16.05398941040039, 'learning_rate': 1.736626916524702e-05, 'epoch': 4.22}
{'loss': 0.31, 'grad_norm': 30.097190856933594, 'learning_rate': 1.7315161839863714e-05, 'epoch': 4.24}
{'loss': 0.3974, 'grad_norm': 7.56395149230957, 'learning_rate': 1.726405451448041e-05, 'epoch': 4.26}
{'loss': 0.44, 'grad_norm': 24.07996940612793, 'learning_rate': 1.7212947189097105e-05, 'epoch': 4.28}
{'loss': 0.3369, 'grad_norm': 21.37510871887207, 'learning_rate': 1.71618398637138e-05, 'epoch': 4.29}
{'loss': 0.2576, 'grad_norm': 28.8001651763916, 'learning_rate': 1.7110732538330495e-05, 'epoch': 4.31}
{'loss': 0.2786, 'grad_norm': 6.637542247772217, 'learning_rate': 1.705962521294719e-05, 'epoch': 4.33}
{'loss': 0.1442, 'grad_norm': 25.1417236328125, 'learning_rate': 1.7008517887563885e-05, 'epoch': 4.34}
{'loss': 0.3124, 'grad_norm': 5.776192665100098, 'learning_rate': 1.695741056218058e-05, 'epoch': 4.36}
{'loss': 0.4781, 'grad_norm': 67.93719482421875, 'learning_rate': 1.6906303236797275e-05, 'epoch': 4.38}
{'loss': 0.2425, 'grad_norm': 132.14674377441406, 'learning_rate': 1.685519591141397e-05, 'epoch': 4.4}
{'loss': 0.3697, 'grad_norm': 0.6101368069648743, 'learning_rate': 1.6804088586030666e-05, 'epoch': 4.41}
{'loss': 0.3037, 'grad_norm': 1.4161497354507446, 'learning_rate': 1.675298126064736e-05, 'epoch': 4.43}
{'loss': 0.2348, 'grad_norm': 0.6782952547073364, 'learning_rate': 1.6701873935264056e-05, 'epoch': 4.45}
{'loss': 0.2363, 'grad_norm': 5.450899600982666, 'learning_rate': 1.665076660988075e-05, 'epoch': 4.46}
{'loss': 0.3739, 'grad_norm': 8.280016899108887, 'learning_rate': 1.6599659284497446e-05, 'epoch': 4.48}
{'loss': 0.2106, 'grad_norm': 2.296555995941162, 'learning_rate': 1.654855195911414e-05, 'epoch': 4.5}
{'loss': 0.3823, 'grad_norm': 29.10431480407715, 'learning_rate': 1.6497444633730836e-05, 'epoch': 4.51}
{'loss': 0.2996, 'grad_norm': 40.39002227783203, 'learning_rate': 1.644633730834753e-05, 'epoch': 4.53}
{'loss': 0.2997, 'grad_norm': 12.166528701782227, 'learning_rate': 1.6395229982964227e-05, 'epoch': 4.55}
{'loss': 0.2823, 'grad_norm': 0.8107356429100037, 'learning_rate': 1.6344122657580922e-05, 'epoch': 4.57}
{'loss': 0.2187, 'grad_norm': 15.244322776794434, 'learning_rate': 1.6293015332197617e-05, 'epoch': 4.58}
{'loss': 0.274, 'grad_norm': 15.354721069335938, 'learning_rate': 1.6241908006814312e-05, 'epoch': 4.6}
{'loss': 0.2891, 'grad_norm': 35.46916198730469, 'learning_rate': 1.6190800681431007e-05, 'epoch': 4.62}
{'loss': 0.2914, 'grad_norm': 2.211578130722046, 'learning_rate': 1.6139693356047702e-05, 'epoch': 4.63}
{'loss': 0.5605, 'grad_norm': 22.19709587097168, 'learning_rate': 1.6088586030664397e-05, 'epoch': 4.65}
{'loss': 0.2556, 'grad_norm': 1.936488151550293, 'learning_rate': 1.6037478705281092e-05, 'epoch': 4.67}
{'loss': 0.3493, 'grad_norm': 5.312614917755127, 'learning_rate': 1.5986371379897788e-05, 'epoch': 4.68}
{'loss': 0.2203, 'grad_norm': 37.25571060180664, 'learning_rate': 1.5935264054514483e-05, 'epoch': 4.7}
{'loss': 0.4123, 'grad_norm': 5.982998371124268, 'learning_rate': 1.5884156729131178e-05, 'epoch': 4.72}
{'loss': 0.3459, 'grad_norm': 2.3632571697235107, 'learning_rate': 1.583304940374787e-05, 'epoch': 4.74}
{'loss': 0.1116, 'grad_norm': 105.56755828857422, 'learning_rate': 1.5781942078364565e-05, 'epoch': 4.75}
{'loss': 0.2638, 'grad_norm': 17.589916229248047, 'learning_rate': 1.573083475298126e-05, 'epoch': 4.77}
{'loss': 0.2402, 'grad_norm': 70.41246032714844, 'learning_rate': 1.5679727427597955e-05, 'epoch': 4.79}
{'loss': 0.4978, 'grad_norm': 58.39336013793945, 'learning_rate': 1.562862010221465e-05, 'epoch': 4.8}
{'loss': 0.2646, 'grad_norm': 13.52332592010498, 'learning_rate': 1.5577512776831345e-05, 'epoch': 4.82}
{'loss': 0.32, 'grad_norm': 5.501059532165527, 'learning_rate': 1.552640545144804e-05, 'epoch': 4.84}
{'loss': 0.324, 'grad_norm': 40.99782943725586, 'learning_rate': 1.5475298126064735e-05, 'epoch': 4.86}
{'loss': 0.2554, 'grad_norm': 26.1923770904541, 'learning_rate': 1.542419080068143e-05, 'epoch': 4.87}
{'loss': 0.3098, 'grad_norm': 22.956079483032227, 'learning_rate': 1.5373083475298126e-05, 'epoch': 4.89}
{'loss': 0.2565, 'grad_norm': 51.65380096435547, 'learning_rate': 1.532197614991482e-05, 'epoch': 4.91}
{'loss': 0.215, 'grad_norm': 23.1593017578125, 'learning_rate': 1.5270868824531516e-05, 'epoch': 4.92}
{'loss': 0.1316, 'grad_norm': 10.04422664642334, 'learning_rate': 1.5219761499148211e-05, 'epoch': 4.94}
{'loss': 0.3629, 'grad_norm': 2.826073169708252, 'learning_rate': 1.5168654173764906e-05, 'epoch': 4.96}
{'loss': 0.3664, 'grad_norm': 32.281917572021484, 'learning_rate': 1.5117546848381601e-05, 'epoch': 4.97}
{'loss': 0.276, 'grad_norm': 80.42191314697266, 'learning_rate': 1.5066439522998296e-05, 'epoch': 4.99}
{'eval_loss': 1.963122010231018, 'eval_accuracy': 0.6353194544149318, 'eval_f1': 0.6024073789455667, 'eval_precision': 0.589153216901652, 'eval_recall': 0.6353194544149318, 'eval_runtime': 41.1063, 'eval_samples_per_second': 33.888, 'eval_steps_per_second': 2.141, 'epoch': 5.0}
{'loss': 0.233, 'grad_norm': 13.989842414855957, 'learning_rate': 1.5015332197614992e-05, 'epoch': 5.01}
{'loss': 0.203, 'grad_norm': 15.808563232421875, 'learning_rate': 1.4964224872231687e-05, 'epoch': 5.03}
{'loss': 0.2632, 'grad_norm': 12.320435523986816, 'learning_rate': 1.4913117546848382e-05, 'epoch': 5.04}
{'loss': 0.0764, 'grad_norm': 0.3896065652370453, 'learning_rate': 1.4862010221465077e-05, 'epoch': 5.06}
{'loss': 0.3267, 'grad_norm': 0.1840512901544571, 'learning_rate': 1.4810902896081772e-05, 'epoch': 5.08}
{'loss': 0.2541, 'grad_norm': 2.9139950275421143, 'learning_rate': 1.4759795570698467e-05, 'epoch': 5.09}
{'loss': 0.3513, 'grad_norm': 31.213985443115234, 'learning_rate': 1.4708688245315162e-05, 'epoch': 5.11}
{'loss': 0.2188, 'grad_norm': 2.3903589248657227, 'learning_rate': 1.4657580919931857e-05, 'epoch': 5.13}
{'loss': 0.2267, 'grad_norm': 9.067612648010254, 'learning_rate': 1.4606473594548552e-05, 'epoch': 5.14}
{'loss': 0.232, 'grad_norm': 0.9558387994766235, 'learning_rate': 1.4555366269165246e-05, 'epoch': 5.16}
{'loss': 0.1895, 'grad_norm': 4.006117820739746, 'learning_rate': 1.4504258943781941e-05, 'epoch': 5.18}
{'loss': 0.0877, 'grad_norm': 18.631296157836914, 'learning_rate': 1.4453151618398636e-05, 'epoch': 5.2}
{'loss': 0.0734, 'grad_norm': 0.6515679955482483, 'learning_rate': 1.4402044293015331e-05, 'epoch': 5.21}
{'loss': 0.2119, 'grad_norm': 31.443437576293945, 'learning_rate': 1.4350936967632028e-05, 'epoch': 5.23}
{'loss': 0.3868, 'grad_norm': 91.3141098022461, 'learning_rate': 1.4299829642248723e-05, 'epoch': 5.25}
{'loss': 0.2631, 'grad_norm': 19.602096557617188, 'learning_rate': 1.4248722316865418e-05, 'epoch': 5.26}
{'loss': 0.1194, 'grad_norm': 2.082087278366089, 'learning_rate': 1.4197614991482113e-05, 'epoch': 5.28}
{'loss': 0.1844, 'grad_norm': 6.187730312347412, 'learning_rate': 1.4146507666098809e-05, 'epoch': 5.3}
{'loss': 0.2381, 'grad_norm': 22.866994857788086, 'learning_rate': 1.4095400340715504e-05, 'epoch': 5.32}
{'loss': 0.2889, 'grad_norm': 1.9205083847045898, 'learning_rate': 1.4044293015332199e-05, 'epoch': 5.33}
{'loss': 0.2099, 'grad_norm': 5.7786335945129395, 'learning_rate': 1.3993185689948894e-05, 'epoch': 5.35}
{'loss': 0.3411, 'grad_norm': 18.169363021850586, 'learning_rate': 1.3942078364565589e-05, 'epoch': 5.37}
{'loss': 0.383, 'grad_norm': 82.06986999511719, 'learning_rate': 1.3890971039182284e-05, 'epoch': 5.38}
{'loss': 0.1818, 'grad_norm': 0.28796058893203735, 'learning_rate': 1.383986371379898e-05, 'epoch': 5.4}
{'loss': 0.2156, 'grad_norm': 0.7274393439292908, 'learning_rate': 1.3788756388415674e-05, 'epoch': 5.42}
{'loss': 0.1121, 'grad_norm': 0.1946374922990799, 'learning_rate': 1.3737649063032368e-05, 'epoch': 5.43}
{'loss': 0.2333, 'grad_norm': 32.99338912963867, 'learning_rate': 1.3686541737649063e-05, 'epoch': 5.45}
{'loss': 0.3563, 'grad_norm': 40.26895523071289, 'learning_rate': 1.3635434412265758e-05, 'epoch': 5.47}
{'loss': 0.1302, 'grad_norm': 1.0627892017364502, 'learning_rate': 1.3584327086882453e-05, 'epoch': 5.49}
{'loss': 0.2042, 'grad_norm': 28.00359535217285, 'learning_rate': 1.3533219761499148e-05, 'epoch': 5.5}
{'loss': 0.1956, 'grad_norm': 1.8207287788391113, 'learning_rate': 1.3482112436115843e-05, 'epoch': 5.52}
{'loss': 0.2083, 'grad_norm': 3.2634150981903076, 'learning_rate': 1.3431005110732539e-05, 'epoch': 5.54}
{'loss': 0.2699, 'grad_norm': 0.18001951277256012, 'learning_rate': 1.3379897785349234e-05, 'epoch': 5.55}
{'loss': 0.2152, 'grad_norm': 0.5160223245620728, 'learning_rate': 1.3328790459965929e-05, 'epoch': 5.57}
{'loss': 0.1891, 'grad_norm': 12.176068305969238, 'learning_rate': 1.3277683134582624e-05, 'epoch': 5.59}
{'loss': 0.2799, 'grad_norm': 52.815269470214844, 'learning_rate': 1.3226575809199319e-05, 'epoch': 5.6}
{'loss': 0.1607, 'grad_norm': 0.1742512583732605, 'learning_rate': 1.3175468483816014e-05, 'epoch': 5.62}
{'loss': 0.176, 'grad_norm': 78.92483520507812, 'learning_rate': 1.312436115843271e-05, 'epoch': 5.64}
{'loss': 0.2934, 'grad_norm': 0.12307480722665787, 'learning_rate': 1.3073253833049404e-05, 'epoch': 5.66}
{'loss': 0.3877, 'grad_norm': 9.936408042907715, 'learning_rate': 1.30221465076661e-05, 'epoch': 5.67}
{'loss': 0.0892, 'grad_norm': 0.1562051773071289, 'learning_rate': 1.2971039182282795e-05, 'epoch': 5.69}
{'loss': 0.1541, 'grad_norm': 0.14207759499549866, 'learning_rate': 1.291993185689949e-05, 'epoch': 5.71}
{'loss': 0.2488, 'grad_norm': 1.977940320968628, 'learning_rate': 1.2868824531516183e-05, 'epoch': 5.72}
{'loss': 0.1545, 'grad_norm': 10.34437084197998, 'learning_rate': 1.2817717206132878e-05, 'epoch': 5.74}
{'loss': 0.1144, 'grad_norm': 14.914961814880371, 'learning_rate': 1.2766609880749573e-05, 'epoch': 5.76}
{'loss': 0.2493, 'grad_norm': 0.17258474230766296, 'learning_rate': 1.27206132879046e-05, 'epoch': 5.78}
{'loss': 0.1773, 'grad_norm': 13.714738845825195, 'learning_rate': 1.2669505962521295e-05, 'epoch': 5.79}
{'loss': 0.2408, 'grad_norm': 18.345144271850586, 'learning_rate': 1.261839863713799e-05, 'epoch': 5.81}
{'loss': 0.1905, 'grad_norm': 77.80831146240234, 'learning_rate': 1.2567291311754685e-05, 'epoch': 5.83}
{'loss': 0.1357, 'grad_norm': 7.684444427490234, 'learning_rate': 1.251618398637138e-05, 'epoch': 5.84}
{'loss': 0.2059, 'grad_norm': 133.2300567626953, 'learning_rate': 1.2465076660988076e-05, 'epoch': 5.86}
{'loss': 0.333, 'grad_norm': 52.462684631347656, 'learning_rate': 1.241396933560477e-05, 'epoch': 5.88}
{'loss': 0.2375, 'grad_norm': 1.1377507448196411, 'learning_rate': 1.2362862010221466e-05, 'epoch': 5.89}
{'loss': 0.2895, 'grad_norm': 0.7448561787605286, 'learning_rate': 1.2311754684838161e-05, 'epoch': 5.91}
{'loss': 0.2853, 'grad_norm': 21.285594940185547, 'learning_rate': 1.2260647359454856e-05, 'epoch': 5.93}
{'loss': 0.2239, 'grad_norm': 12.420992851257324, 'learning_rate': 1.2209540034071551e-05, 'epoch': 5.95}
{'loss': 0.2165, 'grad_norm': 49.62005615234375, 'learning_rate': 1.2158432708688246e-05, 'epoch': 5.96}
{'loss': 0.0761, 'grad_norm': 0.18044129014015198, 'learning_rate': 1.2107325383304942e-05, 'epoch': 5.98}
{'loss': 0.1603, 'grad_norm': 1.4805872440338135, 'learning_rate': 1.2056218057921635e-05, 'epoch': 6.0}
{'eval_loss': 2.128859758377075, 'eval_accuracy': 0.6216798277099784, 'eval_f1': 0.6034715884010909, 'eval_precision': 0.595377532472226, 'eval_recall': 0.6216798277099784, 'eval_runtime': 40.1755, 'eval_samples_per_second': 34.673, 'eval_steps_per_second': 2.19, 'epoch': 6.0}
{'loss': 0.0601, 'grad_norm': 65.82395935058594, 'learning_rate': 1.200511073253833e-05, 'epoch': 6.01}
{'loss': 0.1107, 'grad_norm': 1.9491245746612549, 'learning_rate': 1.1954003407155025e-05, 'epoch': 6.03}
{'loss': 0.2661, 'grad_norm': 5.825267314910889, 'learning_rate': 1.190289608177172e-05, 'epoch': 6.05}
{'loss': 0.2039, 'grad_norm': 2.074202299118042, 'learning_rate': 1.1851788756388415e-05, 'epoch': 6.06}
{'loss': 0.2936, 'grad_norm': 35.97947311401367, 'learning_rate': 1.180068143100511e-05, 'epoch': 6.08}
{'loss': 0.1054, 'grad_norm': 6.224635601043701, 'learning_rate': 1.1749574105621806e-05, 'epoch': 6.1}
{'loss': 0.1314, 'grad_norm': 16.74195098876953, 'learning_rate': 1.16984667802385e-05, 'epoch': 6.12}
{'loss': 0.1642, 'grad_norm': 48.8729362487793, 'learning_rate': 1.1647359454855196e-05, 'epoch': 6.13}
{'loss': 0.1768, 'grad_norm': 0.27798596024513245, 'learning_rate': 1.1596252129471891e-05, 'epoch': 6.15}
{'loss': 0.0278, 'grad_norm': 3.789597749710083, 'learning_rate': 1.1545144804088586e-05, 'epoch': 6.17}
{'loss': 0.3065, 'grad_norm': 22.806838989257812, 'learning_rate': 1.1494037478705281e-05, 'epoch': 6.18}
{'loss': 0.168, 'grad_norm': 16.230308532714844, 'learning_rate': 1.1442930153321976e-05, 'epoch': 6.2}
{'loss': 0.1774, 'grad_norm': 1.0145790576934814, 'learning_rate': 1.1391822827938672e-05, 'epoch': 6.22}
{'loss': 0.0521, 'grad_norm': 0.22935886681079865, 'learning_rate': 1.1340715502555367e-05, 'epoch': 6.24}
{'loss': 0.2014, 'grad_norm': 0.1688828319311142, 'learning_rate': 1.1289608177172062e-05, 'epoch': 6.25}
{'loss': 0.1975, 'grad_norm': 4.249386310577393, 'learning_rate': 1.1238500851788755e-05, 'epoch': 6.27}
{'loss': 0.1259, 'grad_norm': 13.597127914428711, 'learning_rate': 1.118739352640545e-05, 'epoch': 6.29}
{'loss': 0.1633, 'grad_norm': 3.011566162109375, 'learning_rate': 1.1136286201022145e-05, 'epoch': 6.3}
{'loss': 0.1892, 'grad_norm': 2.1512441635131836, 'learning_rate': 1.108517887563884e-05, 'epoch': 6.32}
{'loss': 0.1818, 'grad_norm': 2.8056468963623047, 'learning_rate': 1.1034071550255536e-05, 'epoch': 6.34}
{'loss': 0.1066, 'grad_norm': 0.15832272171974182, 'learning_rate': 1.0982964224872231e-05, 'epoch': 6.35}
{'loss': 0.0998, 'grad_norm': 0.23599621653556824, 'learning_rate': 1.0931856899488926e-05, 'epoch': 6.37}
{'loss': 0.1601, 'grad_norm': 0.13698285818099976, 'learning_rate': 1.0880749574105623e-05, 'epoch': 6.39}
{'loss': 0.1358, 'grad_norm': 0.11918554455041885, 'learning_rate': 1.0829642248722318e-05, 'epoch': 6.41}
{'loss': 0.0828, 'grad_norm': 6.28372049331665, 'learning_rate': 1.0778534923339013e-05, 'epoch': 6.42}
{'loss': 0.1501, 'grad_norm': 1.3656085729599, 'learning_rate': 1.0727427597955708e-05, 'epoch': 6.44}
{'loss': 0.1383, 'grad_norm': 0.11433777213096619, 'learning_rate': 1.0676320272572403e-05, 'epoch': 6.46}
{'loss': 0.1961, 'grad_norm': 2.6309854984283447, 'learning_rate': 1.0625212947189098e-05, 'epoch': 6.47}
{'loss': 0.2525, 'grad_norm': 0.10643860697746277, 'learning_rate': 1.0574105621805794e-05, 'epoch': 6.49}
{'loss': 0.3506, 'grad_norm': 50.081626892089844, 'learning_rate': 1.0522998296422489e-05, 'epoch': 6.51}
{'loss': 0.2232, 'grad_norm': 24.400676727294922, 'learning_rate': 1.0471890971039184e-05, 'epoch': 6.52}
{'loss': 0.1596, 'grad_norm': 0.4359702169895172, 'learning_rate': 1.0420783645655879e-05, 'epoch': 6.54}
{'loss': 0.174, 'grad_norm': 0.30868396162986755, 'learning_rate': 1.0369676320272572e-05, 'epoch': 6.56}
{'loss': 0.1088, 'grad_norm': 13.432077407836914, 'learning_rate': 1.0318568994889267e-05, 'epoch': 6.58}
{'loss': 0.3384, 'grad_norm': 23.715740203857422, 'learning_rate': 1.0267461669505963e-05, 'epoch': 6.59}
{'loss': 0.4011, 'grad_norm': 15.711380004882812, 'learning_rate': 1.0216354344122658e-05, 'epoch': 6.61}
{'loss': 0.3246, 'grad_norm': 10.732033729553223, 'learning_rate': 1.0165247018739353e-05, 'epoch': 6.63}
{'loss': 0.0886, 'grad_norm': 39.03586959838867, 'learning_rate': 1.0114139693356048e-05, 'epoch': 6.64}
{'loss': 0.0938, 'grad_norm': 0.2308049350976944, 'learning_rate': 1.0063032367972743e-05, 'epoch': 6.66}
{'loss': 0.2038, 'grad_norm': 58.76766586303711, 'learning_rate': 1.0011925042589438e-05, 'epoch': 6.68}
{'loss': 0.242, 'grad_norm': 76.66241455078125, 'learning_rate': 9.960817717206133e-06, 'epoch': 6.7}
{'loss': 0.226, 'grad_norm': 0.16996043920516968, 'learning_rate': 9.909710391822828e-06, 'epoch': 6.71}
{'loss': 0.035, 'grad_norm': 0.1203341856598854, 'learning_rate': 9.858603066439524e-06, 'epoch': 6.73}
{'loss': 0.1452, 'grad_norm': 0.18677739799022675, 'learning_rate': 9.807495741056219e-06, 'epoch': 6.75}
{'loss': 0.2485, 'grad_norm': 34.148597717285156, 'learning_rate': 9.756388415672914e-06, 'epoch': 6.76}
{'loss': 0.0972, 'grad_norm': 0.9623993039131165, 'learning_rate': 9.705281090289609e-06, 'epoch': 6.78}
{'loss': 0.1078, 'grad_norm': 8.303071022033691, 'learning_rate': 9.654173764906304e-06, 'epoch': 6.8}
{'loss': 0.2474, 'grad_norm': 50.897308349609375, 'learning_rate': 9.603066439522999e-06, 'epoch': 6.81}
{'loss': 0.0926, 'grad_norm': 5.567418575286865, 'learning_rate': 9.551959114139693e-06, 'epoch': 6.83}
{'loss': 0.0991, 'grad_norm': 0.2850227952003479, 'learning_rate': 9.500851788756388e-06, 'epoch': 6.85}
{'loss': 0.113, 'grad_norm': 6.965538024902344, 'learning_rate': 9.449744463373083e-06, 'epoch': 6.87}
{'loss': 0.0156, 'grad_norm': 0.6093873381614685, 'learning_rate': 9.398637137989778e-06, 'epoch': 6.88}
{'loss': 0.2186, 'grad_norm': 110.70059204101562, 'learning_rate': 9.347529812606473e-06, 'epoch': 6.9}
{'loss': 0.1369, 'grad_norm': 49.798072814941406, 'learning_rate': 9.296422487223168e-06, 'epoch': 6.92}
{'loss': 0.1542, 'grad_norm': 6.083350658416748, 'learning_rate': 9.245315161839863e-06, 'epoch': 6.93}
{'loss': 0.1499, 'grad_norm': 15.450699806213379, 'learning_rate': 9.194207836456558e-06, 'epoch': 6.95}
{'loss': 0.0947, 'grad_norm': 14.927319526672363, 'learning_rate': 9.143100511073254e-06, 'epoch': 6.97}
{'loss': 0.309, 'grad_norm': 2.6720776557922363, 'learning_rate': 9.091993185689949e-06, 'epoch': 6.98}
{'eval_loss': 2.2401652336120605, 'eval_accuracy': 0.6259870782483847, 'eval_f1': 0.6058775449176368, 'eval_precision': 0.6088603598853551, 'eval_recall': 0.6259870782483847, 'eval_runtime': 39.5345, 'eval_samples_per_second': 35.235, 'eval_steps_per_second': 2.226, 'epoch': 7.0}
{'loss': 0.0832, 'grad_norm': 27.1299991607666, 'learning_rate': 9.040885860306644e-06, 'epoch': 7.0}
{'loss': 0.3061, 'grad_norm': 0.21886791288852692, 'learning_rate': 8.989778534923339e-06, 'epoch': 7.02}
{'loss': 0.1055, 'grad_norm': 2.1139583587646484, 'learning_rate': 8.938671209540034e-06, 'epoch': 7.04}
{'loss': 0.1581, 'grad_norm': 0.22892631590366364, 'learning_rate': 8.88756388415673e-06, 'epoch': 7.05}
{'loss': 0.084, 'grad_norm': 10.5115966796875, 'learning_rate': 8.836456558773424e-06, 'epoch': 7.07}
{'loss': 0.1748, 'grad_norm': 0.09710879623889923, 'learning_rate': 8.785349233390121e-06, 'epoch': 7.09}
{'loss': 0.0374, 'grad_norm': 0.11076342314481735, 'learning_rate': 8.734241908006815e-06, 'epoch': 7.1}
{'loss': 0.2101, 'grad_norm': 0.08295059204101562, 'learning_rate': 8.68313458262351e-06, 'epoch': 7.12}
{'loss': 0.1607, 'grad_norm': 0.07821458578109741, 'learning_rate': 8.632027257240205e-06, 'epoch': 7.14}
{'loss': 0.1373, 'grad_norm': 1.9846980571746826, 'learning_rate': 8.5809199318569e-06, 'epoch': 7.16}
{'loss': 0.0492, 'grad_norm': 0.12337568402290344, 'learning_rate': 8.529812606473595e-06, 'epoch': 7.17}
{'loss': 0.1616, 'grad_norm': 9.093099594116211, 'learning_rate': 8.47870528109029e-06, 'epoch': 7.19}
{'loss': 0.1812, 'grad_norm': 11.76430892944336, 'learning_rate': 8.427597955706985e-06, 'epoch': 7.21}
